Id,Company,Status,Rep,Contact,Phone,Fax,Street Address,City/State/Zip,Email,Website,Product,"Currency","Credit Limit","Default Location",Payment Term, Shipper,Consignee,Smart Way Carriers Preferred,Flag,Billing Company,Billing Contact,Billing Phone,Billing Fax,Billing Address,Default Pay Day
"63906","ANDERSON PRODUCE LOGISTICS","Active","","","(918) 422-4162",""," P.O. BOX 7396 ","SILOAM SPRINGS, AR 72761","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","ANDERSON PRODUCE LOGISTICS","","(918) 422-4162",""," P.O. BOX 7396 SILOAM SPRINGS, AR 72761",""
"64283","Archgate Logistics Inc.","Active","","","(630) 376-6699","","17W662 Butterfield Rd, Suite 202 ","Oakbrook Terrace, IL 60181","","","Palletized dry goods","USD","10000","","","","","false","","Archgate Logistics Inc.","","(630) 376-6699","","17W662 Butterfield Rd, Suite 202 Oakbrook Terrace, IL 60181",""
"67028","ASAPh Transportation and Logistics LLC","Active","","","(469) 482-2727","","8105 Rasor Blvd Suite 227 ","Plano, TX 75024","","","ROLL PULP","USD","10000","","","","","false","","ASAPh Transportation and Logistics LLC","","(469) 482-2727","(469) 482-2727","8105 Rasor Blvd Suite 227 Plano, TX 75024",""
"68859","ASCEND, LLC","Active","","","(888) 313-5678","","79 Sand Pebble Drive ","Jackson, TN 38305","","","General Commodities","USD","10000","","","","","false","","ASCEND, LLC","","(888) 313-5678","","79 Sand Pebble Drive Jackson, TN 38305",""
"63348","ASHLEY LOGISTICS SOLUTIONS LLC","Active","","","(608) 323-3377","","PO BOX 247 ","ARCADIA, WI 54612","","","JUICE","USD","10000","","","","","false","","ASHLEY LOGISTICS SOLUTIONS LLC","","(608) 323-3377","","PO BOX 247 ARCADIA, WI 54612",""
"68332","Axis Worldwide Supply Chain & Logistics","Active","","","(636) 787-0000","","2638 Hwy 109 Suite 100 ","Wildwood, MO 63040","","","Non-stackable (bed bases/frames)","USD","10000","","","","","false","","Axis Worldwide Supply Chain & Logistics","","(636) 787-0000","","2638 Hwy 109 Suite 100 Wildwood, MO 63040",""
"65462","B2B TRANSPORTATION SERVICES, INC.","Active","","","(541) 774-1100","","P.O. BOX 3670 ","CENTRAL POINT, OR 97502","","","EMPTY REELS","USD","10000","","","","","false","","B2B TRANSPORTATION SERVICES, INC.","","(541) 774-1100","","P.O. BOX 3670  CENTRAL POINT, OR 97502",""
"62356","BCB Transport, LLC","Active","","","(817) 728-5525","","221 Airport Road ","Mansfield, TX 76063","","","PLASTIC ","USD","10000","","","","","false","","BCB Transport, LLC","","(817) 728-5525","","221 Airport Road Mansfield, TX 76063",""
"65439","BEDROCK LOGISTICS","Active","","","(213) 423-0807","","2501 N. Harwood St., Suite 2600 ","Dallas, TX 75201","","","Dry Goods","USD","10000","","","","","false","","BEDROCK LOGISTICS","","(213) 423-0807","","2501 N. Harwood St., Suite 2600 Dallas, TX 75201",""
"69136","Bennett International Group, LLC","Active","","","(904) 425-1392","","PO Box 569 ","McDonough, GA 30253","","","FIXTURES","USD","82000","","","","","false","","Bennett International Group, LLC","","(904) 425-1392","","PO Box 569 McDonough, GA 30253",""
"63711","Bestway Freight Solutions","Active","","","(816) 891-8339","","10502 N Ambassador Drive ","Kansas City, MO 64153","","","Surge Arresters","USD","10000","","","","","false","","Bestway Freight Solutions","","(816) 891-8339","","10502 N Ambassador Drive Kansas City, MO 64153",""
"72163","BFT INC","Active","","","(423) 702-2382","","1017 East 38th Street ","Chattanooga, TN 37407","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","BFT INC","","(423) 702-2382","","1017 East 38th Street Chattanooga, TN 37407",""
"61540","BIG DOG FREIGHT BROKERAGE, LTD.","Active","","","(360) 419-4152","","14A INLET CIRCLE ","BELLINGHAM, WA  98229","","","VITAMIN E 50% FOOD GRADE","USD","10000","","","","","false","","BIG DOG FREIGHT BROKERAGE, LTD.","","(360) 419-4152","","14A INLET CIRCLE BELLINGHAM, WA  98229",""
"73872","BLACKHIVE CORP, INC","Active","","","(479) 582-3170","","PO BOX 734432 ","Dallas, TX 75373","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","BLACKHIVE CORP, INC","","(479) 582-3170","","PO BOX 734432 Dallas, TX 75373",""
"64452","BLUE LINE LOGISTICS, INC","Active","","","(651) 414-0805","","3495 WILLOW LAKE BLVD STE 100 ","VADNAIS HEIGHTS, MN 55110","","","PAPER","USD","10000","","","","","false","","BLUE LINE LOGISTICS, INC","","(651) 414-0805","","3495 WILLOW LAKE BLVD STE 100 VADNAIS HEIGHTS, MN 55110",""
"73042","BLX INC/IA","Active","","","(319) 409-7440","","805 Tower Terrace Rd ","Hiawatha, IA 52233","","","General Commodities","USD","10000","","","","","false","","BLX INC/IA","","(319) 409-7440","","805 Tower Terrace Rd Hiawatha, IA 52233",""
"68473","BOATENG LOGISTICS","Active","","","(877) 203-5335","","5857 Owens Avenue Suite 350 ","CARLSBAD, CA 92008","","","Dry Goods (Food)","USD","10000","","","","","false","","BOATENG LOGISTICS","","(877) 203-5335","","5857 Owens Avenue Suite 350 CARLSBAD, CA 92008",""
"63962","BOOMERANG TRANSPORTATION","Active","","","(813) 252-4756","","400 N ASHLEY DR SUITE 1975 ","TAMPA, FL 33602","","","COINS","USD","10000","","","","","false","","BOOMERANG TRANSPORTATION","","(813) 252-4756","","400 N ASHLEY DR SUITE 1975 TAMPA, FL 33602",""
"64473","BOREN BROTHERS LOGISTICS","Active","","","(614) 881-1436","","P.O. BOX 798 ","DUBLIN, OH 43017","","","APPAREL/BOOTS","USD","10000","","","","","false","","BOREN BROTHERS LOGISTICS","","(614) 881-1436","","P.O. BOX 798 DUBLIN, OH 43017",""
"62702","Bottomley Logistics LLC","Active","","","(336) 673-3005","","452 Oak Grove Church Road ","Mount Airy, NC 27030","","","Christmas Tree/Decor","USD","10000","","","","","false","","Bottomley Logistics LLC","","(336) 673-3005","","452 Oak Grove Church Road Mount Airy, NC 27030",""
"63891","BPS Logistics, Inc.","Active","","","(630) 858-2218","","1466 Gunnison Street ","Mt Pleasant, SC 29466","","","DRUMS OF JUICE","USD","10000","","","","","false","","BPS Logistics, Inc.","","(630) 858-2218","","1466 Gunnison Street Mt Pleasant, SC 29466",""
"64141","BRG TLS/DESTCO","Active","","","(856) 304-9718","","500 Creek Rd. ","Delanco, NJ 08075","","","Gaylords","USD","10000","","","","","false","","BRG TLS/DESTCO","","(856) 304-9718","","500 Creek Rd. Delanco, NJ 08075",""
"66849","BROCK, LLC","Active","","","(925) 371-2184","","3025 INDEPENDENCE DR STE C ","LIVERMORE, CA 94551","","","FLOUR","USD","15000","","","","","false","","BROCK, LLC","","(925) 371-2184","(925) 371-2184","3025 INDEPENDENCE DR STE C LIVERMORE, CA 94551",""
"68010","Bronco Transportation Services","Active","","","(313) 312-1640","","320 W. 9 Mile Suite B ","Ferndale, MI 48220","","","Clean Scrap Foam","USD","10000","","","","","false","","Bronco Transportation Services","","(313) 312-1640","","320 W. 9 Mile Suite B Ferndale, MI 48220",""
"65652","BUENDIA ENTERPRISES INC","Active","","","(281) 789-7197","","32731 EGYPT LN, STE 401 ","MAGNOLIA, TX 77354","","","TIRES","USD","10000","","","","","false","","BUENDIA ENTERPRISES INC","","(281) 789-7197","","32731 EGYPT LN, STE 401 MAGNOLIA, TX 77354",""
"63179","Burlington Development, Inc.","Active","","","(201) 651-1005","","PO Box 360 ","Oakland, NJ 07436","","","Dry Goods","USD","60000","","","","","false","","Burlington Development, Inc.","","(201) 651-1005","","PO Box 360 Oakland, NJ 07436",""
"62346","Bush Logistics Service","Active","","","(888) 399-2643",""," 2455 ROBINSON ROAD ","ERIA, PA 16509","","","metal cans","USD","10000","","","","","false","","Bush Logistics Service","","(888) 399-2643",""," 2455 ROBINSON ROAD ERIA, PA 16509",""
"67535","C & M FORWARDING CO. INC.","Active","","","(800) 295-5534","","3457 UNION ST ","N CHILI , NY 14514","","","Dry Goods","USD","10000","","","","","false","","C & M FORWARDING CO. INC.","","(800) 295-5534","","3457 UNION ST N CHILI , NY 14514",""
"64073","Caltex Freight Brokerage","Active","","","(888) 698-1899","","3101 Stephen F. Austin ","Brownwood, TX 76801","","","Ingredients","USD","10000","","","","","false","","Caltex Freight Brokerage","","(888) 698-1899","","3101 Stephen F. Austin Brownwood, TX 76801",""
"69727","CALVARY TRANSPORTATION SERVICES, INC.","Active","","","(941) 488-3344",""," 3449 TECHNOLOGY DRIVE, SUITE 107 ","NORTH VENICE, FL 34275","","","GENERAL FREIGHT","USD","10000","","","","","false","","CALVARY TRANSPORTATION SERVICES, INC.","","(941) 488-3344",""," 3449 TECHNOLOGY DRIVE, SUITE 107 NORTH VENICE, FL 34275",""
"64675","Carrier Lynx","Active","","","(913) 766-0239","","15954 S. Mur-Len Road # 273 ","Olathe, KS 66062","","","starch polymers clean non haz","USD","10000","","","","","false","","Carrier Lynx","","(913) 766-0239","","15954 S. Mur-Len Road # 273 Olathe, KS 66062",""
"69466","Case Transportation and Logistics, LLC","Active","","","(716) 628-9475","","2560 Walden Ave Suite 110 ","Cheektowaga, NY 14225","","","Ultramarine Blue","USD","10000","","","","","false","","Case Transportation and Logistics, LLC","","(716) 628-9475","","2560 Walden Ave Suite 110 Cheektowaga, NY 14225",""
"64977","CDL 1000, Inc.","Active","","","(872) 870-9200","","8020 47th St ","Lyons, IL 60534","","","Water Bottles, Jugs, etc","USD","10000","","","","","false","","CDL 1000, Inc.","","(872) 870-9200","","8020 47th St Lyons, IL 60534",""
"73103","CENTER LOGISTICS, LLC","Active","","","(507) 230-3700","","3001 County Road 4 SW ","Alexandria, MN 56308","","","FREIGHT ALL KINDS","USD","10000","","","","","false",""," CENTER LOGISTICS, LLC","","(507) 230-3700","","3001 County Road 4 SW Alexandria, MN 56308",""
"66834","Central Arizona Logistics","Active","","","(951) 743-5202","","4435 E Chandler Blvd suite 200 ","Phoenix, AZ 85048","","","Hemp","USD","10000","","","","","false","","Central Arizona Logistics","","(951) 743-5202","(951) 743-5202","4435 E Chandler Blvd suite 200 Phoenix, AZ 85048",""
"66815","Central Freight Management, LLC","Active","","","(314) 592-9439","","11500 Olive Blvd., Ste 276 ","Creve Coeur, MO 63141","","","Dry Food","USD","10000","","","","","false","","Central Freight Management, LLC","","(314) 592-9439","(314) 592-9439","11500 Olive Blvd., Ste 276 Creve Coeur, MO 63141",""
"73860","CFX INC","Active","","","(214) 988-5458","","PO BOX 8466 ","FRESNO, CA 93747","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","CFX INC","","(214) 988-5458","","PO BOX 8466 FRESNO, CA 93747",""
"65792","CHARGER LOGISTICS INC","Active","","","(905) 793-3525","","25 PRODUCTION ROAD ","BRAMPTON, ON L6T 4N8","","","GROCERY","USD","10000","","","","","false","","CHARGER LOGISTICS INC","","(905) 793-3525","","25 PRODUCTION ROAD BRAMPTON, ON L6T 4N8",""
"66650","CHOCTAW LOGISTICS LLC","Active","","","(662) 754-3220","","P.O. BOX 235 ","SHAW, MS 38773","","","PRODUCTS","USD","10000","","","","","false","","CHOCTAW LOGISTICS LLC","","(662) 754-3220","(662) 754-3221","P.O. BOX 235 SHAW, MS 38773",""
"67805","City Dash Logistics, LLC","Active","","","(513) 757-1075","","949 Laidlaw Ave ","Cincinnati, OH 45237","","","FLAT","USD","10000","","","","","false","","City Dash Logistics, LLC","","(513) 757-1075","","949 Laidlaw Ave Cincinnati, OH 45237",""
"64523","CLIMATE EXPRESS","Active","","","(479) 674-2153","","P.O. BOX 1065 ","UNION, MO 63084","","","FOOD STUFF-DRY","USD","10000","","","","","false","","CLIMATE EXPRESS","","(479) 674-2153","","P.O. BOX 1065 UNION, MO 63084",""
"68762","Clipper Exxpress Company","Active","","","(630) 739-0700","","9014 Heritage Parkway, STE 300 ","Woodridge, IL 60517","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","Clipper Exxpress Company","","(630) 739-0700","","9014 Heritage Parkway, STE 300 Woodridge, IL 60517",""
"62294","CLX Logistics, LLC","Active","","","(484) 530-0900","","960 Harvest Drive Building A, Suite 200 ","BLUE BELL, PA 19422","","","ROSINOX, non-haz","USD","10000","","","","","false","","CLX Logistics, LLC","","(484) 530-0900","","960 Harvest Drive Building A, Suite 200 BLUE BELL, PA 19422",""
"69543","Coach Logistics, Inc.","Active","","","(501) 565-4819","","PO Box 55408 ","Little Rock, AR 72215","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","Coach Logistics, Inc.","","(501) 565-4819","","PO Box 55408 Little Rock, AR 72215",""
"63586","Commercial Transport Inc.","Active","","","(859) 757-2125","","7390 Empire Dr ","Florence, KY 41042","","","palletized clothes","USD","10000","","","","","false","","Commercial Transport Inc.","","(859) 757-2125","","7390 Empire Dr Florence, KY 41042",""
"67091","Companion Logistics","Active","","","(888) 511-0014","","8115 Maple Lawn Blvd Ste 350 ","Fulton, MD 20759","","","GENERAL FREIGHT","USD","10000","","","","","false","","Companion Logistics","","(888) 511-0014","(888) 511-0014","8115 Maple Lawn Blvd Ste 350 Fulton, MD 20759",""
"70668","CONNECT LOGISTICS","Active","","","(855) 212-8418","","2444 WEST FENDER AVE. 1268957 UNIT K ","FULLERTON, CA 92831","","","WHEELS","USD","10000","","","","","false","","CONNECT LOGISTICS","","(855) 212-8418","","2444 WEST FENDER AVE. 1268957 UNIT K FULLERTON, CA 92831",""
"69145","CRW Freight Management Services, Inc","Active","","","(330) 264-3785","","3716 South Elyria Road ","Shreve, OH 44676-9529","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","CRW Freight Management Services, Inc","","(330) 264-3785","","3716 South Elyria Road Shreve, OH 44676-9529",""
"65210","CS CARRIER SERVICE LLC","Active","","","(417) 879-0082","","2301 W OLD ROUTE 66 ","STRAFFORD, MO 65757","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","CS CARRIER SERVICE LLC","","(417) 879-0082","","2301 W OLD ROUTE 66 STRAFFORD, MO 65757",""
"65929","CSA-Dallas TX Terminal","Active","","","(817) 527-2350","","801 Hanover Dr, Suite 100 ","Grapevine, TX 76051","","","wire brush wafers","USD","10000","","","","","false","","CSA-Dallas TX Terminal","","(817) 527-2350","","801 Hanover Dr, Suite 100 Grapevine, TX 76051",""
"64470","CTSH LLC, DBA CTS Xpress, LLC","Active","","","(864) 879-4443","","206 Riverside Ct Suite B ","Greer, SC 29650","","","Parts","USD","10000","","","","","false","","CTSH LLC, DBA CTS Xpress, LLC","","(864) 879-4443","","206 Riverside Ct Suite B Greer, SC 29650",""
"71395","Cumulus Logistics LLC","Active","","","(804) 212-7508","","8419 Charbay Cir ","Brentwood, TN 37027","","","wire shelving","USD","10000","","","","","false","","Cumulus Logistics LLC","","(804) 212-7508","","8419 Charbay Cir Brentwood, TN 37027",""
"72036","CustomForm Brokerage","Active","","","(870) 356-2084","","1036 S International Rd ","Garland, TX 75042","","","Dry Goods","USD","10000","","","","","false","","CustomForm Brokerage","","(870) 356-2084","","1036 S International Rd Garland, TX 75042",""
"69347","CYPRESS DISTRIBUTORS INC.","Active","","","(714) 363-3561","","PO Box 18778 ","Anaheim, CA 92817","","","A/C Panels and Parts","USD","10000","","","","","false","","CYPRESS DISTRIBUTORS INC.","","(714) 363-3561","","PO Box 18778 Anaheim, CA 92817",""
"69614","D.M. Bowman, Inc.","Active","","","(888) 498-3274","","10038 Governor Lane Blvd ","Williamsport, MD 21795","","","FREIGHT ALL KINDS","USD","18000","","","","","false","","D.M. Bowman, Inc.","","(888) 498-3274","","10038 Governor Lane Blvd Williamsport, MD 21795",""
"67953","D.N.D. LOGISTICS INC","Active","","","(605) 357-8055","","P.O. BOX 502 ","SIOUX FALLS, SD 57101","","","General Commodities","USD","10000","","","","","false","","D.N.D. LOGISTICS INC","","(605) 357-8055","","P.O. BOX 502 SIOUX FALLS, SD 57101",""
"62123","D.S.X. LLC.","Active","","","(314) 298-1885","","11990 MISSOURI BOTTOM ROAD ","HAZELWOOD, MO  63042","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","D.S.X. LLC.","","(314) 298-1885","","11990 MISSOURI BOTTOM ROAD HAZELWOOD, MO  63042",""
"67705","DALKO Resources, Inc.","Active","","","(866) 707-4286","","P.O. Box 98 ","Sharpsville, PA 16150","","","SCRAP PLATE","USD","22000","","","","","false","","DALKO Resources, Inc.","","(866) 707-4286","","P.O. Box 98 Sharpsville, PA 16150",""
"62430","Dedicated Global Carriers, LLC","Active","","","(727) 877-5419","","801 West Bay Drive, STE 106 ","Largo, FL 33770","","","Dry Goods (Food)","USD","10000","","","","","false","","Dedicated Global Carriers, LLC","","(727) 877-5419","","801 West Bay Drive, STE 106 Largo, FL 33770",""
"65291","Dedicated Logistics Services LLC","Active","","","(800) 295-5268","","100 Portland Ave. Suite 250 ","Minneapolis, MN 55401","","","ALUMINUM CANS","USD","10000","","","","","false","","Dedicated Logistics Services LLC","","(800) 295-5268","","100 Portland Ave. Suite 250 Minneapolis, MN 55401",""
"63550","DHL Transport Brokerage","Active","","","(855) 393-5378","","360 Westar Blvd, 1st Floor ","Westerville, OH 43082","","","Appliances","USD","10000","","","","","false","","DHL Transport Brokerage","","(855) 393-5378","","360 Westar Blvd, 1st Floor Westerville, OH 43082",""
"62959","DIEL-JERUE, INC.","Active","","","(352) 732-9221","","PO BOX 33080 ","LAKELAND, FL 33807","","","Dry Goods","USD","10000","","","","","false","","DIEL-JERUE, INC.","","(352) 732-9221","","PO BOX 33080 LAKELAND, FL 33807",""
"68498","DIF INC","Active","","","(972) 570-4848","","301 Byers Ave ","Euless, TX 76039","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","DIF INC","","(972) 570-4848","","301 Byers Ave Euless, TX 76039",""
"69533","DM Transportation Management Services, In","Active","","","(610) 367-0162","","P.O. BOX 621 ","BOYERTOWN, PA 19512","","","Plastic Pellets","USD","10000","","","","","false","","DM Transportation Management Services, In","","(610) 367-0162","","P.O. BOX 621 BOYERTOWN, PA 19512",""
"72802","DOMI GLOBAL INC","Active","","","(866) 535-5510","","4545 Fisher Road,Unit H ","Columbus, OH 43228","","","Empty MB5 bins","USD","10000","","","","","false","","DOMI GLOBAL INC","","(866) 535-5510","","4545 Fisher Road,Unit H Columbus, OH 43228",""
"64060","DOWNEY TRANSPORTATION SERVICES, tNC.","Active","","","(270) 542-8211","","P.O. Box 722 ","Auburn, KY 42206","","","CANNED PET FOOD","USD","10000","","","","","false","","DOWNEY TRANSPORTATION SERVICES, tNC.","","(270) 542-8211","","P.O. Box 722 Auburn, KY 42206",""
"65520","ECHO GLOBAL LOGISTICS, INC.","Active","","","(855) 786-3246","","600 W. Chicago Ave #725 ","Chicago, IL 60610","","","SUGAR","USD","35000","","","","","false","","ECHO GLOBAL LOGISTICS, INC.","","(855) 786-3246","","600 W. Chicago Ave #725 Chicago, IL 60610",""
"65846","EFREIGHTSHIP, LLC","Active","","","(913) 827-1214","","P.O. BOX 26641 ","OVERLAND PARK, KS 66225","","","LOADBANKS/CABLE","USD","10000","","","","","false","","EFREIGHTSHIP, LLC","","(913) 827-1214","","P.O. BOX 26641 OVERLAND PARK, KS 66225",""
"61805","ELI Solutions, LLC","Active","","","(850) 702-9224","","1338 Timberlane Road ","Tallahassee, FL 32312","","","Baled paper","USD","10000","","","","","false","","ELI Solutions, LLC","","(850) 702-9224","","1338 Timberlane Road Tallahassee, FL 32312",""
"66618","eShipping, LLC","Active","","","(720) 375-9730","","PO Box 14126 ","Parkville, MO 64152","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","eShipping, LLC","","(720) 375-9730","(720) 375-9730","PO Box 14126 Parkville, MO 64152",""
"70638","EVENNON LOGISTICS INC","Active","","","(561) 714-0330","","11351 W 183rd St Suite C ","Orland Park, IL 60647","","","Non Permit - Alcohol","USD","10000","","","","","false","","EVENNON LOGISTICS INC","","(561) 714-0330","","11351 W 183rd St Suite C Orland Park, IL 60647",""
"63563","Everyone on Time Safely Logistics","Active","","","(501) 503-4000","","1000 FIBER OPTIC DR ","NORTH LITTLE ROCK, AR 72117","","","Rolls of Paper","USD","10000","","","","","false","","Everyone on Time Safely Logistics","","(501) 503-4000","","1000 FIBER OPTIC DR NORTH LITTLE ROCK, AR 72117",""
"73789","EXL Logistics","Active","","","(800) 446-4410",""," 14 APPALOOSA CT ","Wentzville, MO 63385","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","EXL Logistics","","(800) 446-4410",""," 14 APPALOOSA CT Wentzville, MO 63385",""
"63967","EXPEDITED LOGISTICS & FREIGHT SVCS.","Active","","","(337) 837-8725","","205 Park West Drive ","Scott, LA 70583","","","Dry Goods","USD","10000","","","","","false","","EXPEDITED LOGISTICS & FREIGHT SVCS.","","(337) 837-8725","","205 Park West Drive Scott, LA 70583",""
"65375","EXPERT TRANSPORTATION SERVICES, INC.","Active","","","(724) 295-1202","","1202 Butler Road ","Freeport, PA 16229","","","skidded super sacs of milled plastic","USD","10000","","","","","false","","EXPERT TRANSPORTATION SERVICES, INC.","","(724) 295-1202","","1202 Butler Road Freeport, PA 16229",""
"67331","EXXACT EXPRESS","Active","","","(863) 682-4101","","PO BOX 95545 ","LAKELAND, FL 33804","","","APPLIANCES","USD","10000","","","","","false","","EXXACT EXPRESS","","(863) 682-4101","(863) 688-7660","PO BOX 95545 LAKELAND, FL 33804",""
"71057","F&S Logistics INC (FSL)","Active","","","(765) 938-1710","","1920 S State Road 3 ","Rushville, IN 46173","","","PAPER PRODUCTS","USD","10000","","","","","false","","F&S Logistics INC (FSL)","","(765) 938-1710","","1920 S State Road 3 Rushville, IN 46173",""
"62991","FASTFREIGHT SOLUTIONS, LLC","Active","","","(888) 339-6691","","111 FFX Way ","Windber, PA 15963","","","PAPER","USD","10000","","","","","false","","FASTFREIGHT SOLUTIONS, LLC","","(888) 339-6691","","111 FFX Way Windber, PA 15963",""
"69781","First Call Logistics","Active","","","(616) 669-2710","","7998 Centerpoint Drive ","Indianapolis, IN 46256","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","First Call Logistics","","(616) 669-2710","","7998 Centerpoint Drive Indianapolis, IN 46256",""
"64154","Flock Freight","Active","","","(855) 744-7585","","701 S Coast Hwy 101 ","Encinitas, CA 92024","","","Dry Goods","USD","10000","","","","","false","","Flock Freight","","(855) 744-7585","","701 S Coast Hwy 101 Encinitas, CA 92024",""
"69246","Fr8app, Inc.","Active","","","(773) 905-5650","","2001 Timberloch, Suits 500 ","The Woodlands, TX 77380","","","FREIGHT ALL KINDS","USD","10000","","","","","false","","Fr8app, Inc.","","(773) 905-5650","","2001 Timberloch, Suits 500 The Woodlands, TX 77380",""
"62954","Franks Vacuum Truck Service Inc.","Active","","","(800) 443-1803","","1717 New Rd. ","Niagara Falls, NY 14304","","","CLEANSING WIPES","USD","10000","","","","","false","","Franks Vacuum Truck Service Inc.","","(800) 443-1803","","1717 New Rd. Niagara Falls, NY 14304",""
"64377","Freedom Freight Solutions","Active","","","(260) 209-0700","","300 Growth Parkway Ste A ","Angola, IN 46703","","","Food &amp; Beverage, Grocery","USD","10000","","","","","false","","Freedom Freight Solutions","","(260) 209-0700","","300 Growth Parkway Ste A Angola, IN 46703",""
"68212","Freight Logic LLC","Active","","","(615) 208-9060","","109 Holiday Court A-5 ","Franklin, TN 37067","","","PETFOOD","USD","10000","","","","","false","","Freight Logic LLC","","(615) 208-9060","","109 Holiday Court A-5 Franklin, TN 37067",""
"64736","FREIGHT MANAGEMENT, INC.","Active","","","(630) 627-6560","","739 North Ave ","Glendale Heights, IL 60139","","","HOUSEHOLD GOODS","USD","20000","","","","","false","","FREIGHT MANAGEMENT, INC.","","(630) 627-6560","","739 North Ave Glendale Heights, IL 60139",""
"67203","FREIGHT PLUS INC/MN","Active","","","(800) 433-6801","","PO BOX 7119 ","ROCHESTER, MN 55903","","","Food","USD","10000","","","","","false","","FREIGHT PLUS INC/MN","","(800) 433-6801","(507) 452-1509","PO BOX 7119 ROCHESTER, MN 55903",""
