Id,Company,Contracted On,Status,Contact,Phone,Cellphone,Fax,Street Address,City/State/Zip,Email,Website,Payment Term,Currency,Preferred Carrier Status,Smartway Certified,Flag,Payee Company,Payee Contact,Payee Phone,Payee Cellphone,Payee Fax,Payee Address,Federal ID,Pay in Days,MC #,DOT #,HAZMAT #,SCAC #,Trackable
"347340","A1 FREIGHT INC","","Active","","(708) 802-4872","","","9320 S 82ND AVE ","HICKORY HILLS, IL 60457","","","","USD","false","false","","A1 FREIGHT INC","","(708) 802-4872","","","9320 S 82ND AVE HICKORY HILLS, IL 60457 ","","","850014","2460383","","","false"
"295733","A2B LOGISTICS LLC","","Active","","(678) 837-5081","","","974 BELLGLADE DR ","STONE MOUNTAIN, GA 30083","","","","USD","false","false","","A2B LOGISTICS LLC","","(678) 837-5081","","","974 BELLGLADE DR STONE MOUNTAIN, GA 30083","","","1130298","3461904","","","false"
"395833","A2B Trucking LLC","","Active","","(678) 224-9943","","","2330 SCENIC HIGHWAY ","SNELLVILLE, GA 30078","","","","USD","false","false","","A2B Trucking LLC","","(678) 224-9943","","","2330 SCENIC HIGHWAY SNELLVILLE, GA 30078","","","988117","2832647","","","false"
"347795","Ace Doran LLC","","Active","","(309) 213-2646","","","10765 Medallion Drive  ","Cincinnati, OH 45241","","","","USD","false","false","","Ace Doran LLC","","(309) 213-2646","","","10765 Medallion Drive  Cincinnati, OH 45241","","","112304","81361","","","false"
"321222","ACE LOGISTICS INC","","Active","","(678) 940-4154","","","3904 N DRUID HILLS ","DECATUR, GA 30033","","","","USD","false","false","","ACE LOGISTICS INC","","(678) 940-4154","","","3904 N DRUID HILLS DECATUR, GA 30033","","","1015727","3236448","","","false"
"345502","Active Brothers Corp","","Active","","(951) 521-1427","","","10999 Reed Hartman Hwy ","Blue Ash, OH 45242","","","","USD","false","false","","Active Brothers Corp","","(951) 521-1427","","","10999 Reed Hartman Hwy Blue Ash, OH 45242","","","1089386","3390089","","","false"
"394903","ACTIVE MOVING, INC.","","Active","","(718) 648-4188","","","2365 EAST 13 STR #4N ","BROOKLYN, NY 11229","","","","USD","false","false","","ACTIVE MOVING, INC.","","(718) 648-4188","","","2365 EAST 13 STR #4N BROOKLYN, NY 11229","","","468599","1278479","","","false"
"395284","ADLUNES EXPRESS LLC","","Active","","(313) 330-6536","","","19136 PARKWOOD LN ","BROWNSTOWN, MI 48183","","","","USD","false","false","","ADLUNES EXPRESS LLC","","(313) 330-6536","","","19136 PARKWOOD LN BROWNSTOWN, MI 48183","","","854633","2471585","","","false"
"392686","Advantage Transport Services","","Active","","(831) 373-7133","","","5380 Zuni St, Apt 5B ","Denver, CO 80221","","","","USD","false","false","","Advantage Transport Services","","(831) 373-7133","","","5380 Zuni St, Apt 5B Denver, CO 80221","","","1376371","3812395","","","false"
"336740","AEA TRUCKING LLC","","Active","","(845) 541-9504","","","604 90TH ST ","NORTH BERGEN, NJ 07047","","","","USD","false","false","","AEA TRUCKING LLC","","(845) 541-9504","","","604 90TH ST NORTH BERGEN, NJ 07047 ","","","1026144"," 3180716","","","false"
"348266","AFTT TRANS INC","","Active","","(313) 703-0459","","","2203 SPUR POINT DR APT D ","INDIANAPOLIS, IN 46217","","","","USD","false","false","","AFTT TRANS INC","","(313) 703-0459","","","2203 SPUR POINT DR APT D INDIANAPOLIS, IN 46217 ","","","1129686","3460976","","","false"
"352674","AGILITY EXPRESS INC","","Active","","(224) 703-5548","","","264 N SOUTHPORT RD ","MUNDELEIN, IL 60060","","","","USD","false","false","","AGILITY EXPRESS INC","","(224) 703-5548","","","264 N SOUTHPORT RD MUNDELEIN, IL 60060 ","","","1089634","3390646","","","false"
"346133","AGX FREIGHT CARRIERS, LLC","","Active","","(904) 518-6655","","","18342 WEST CREEK DRIVE ","TINLEY PARK, IL 60477","","","","USD","false","false","","AGX FREIGHT CARRIERS, LLC","","(904) 518-6655","","","18342 WEST CREEK DRIVE TINLEY PARK, IL 60477 ","","","642324","1755933","","","false"
"319877","Aim transportation LLC","","Active","","(319) 883-3384","","","1459 W Aireline hwy ","Waterloo, IA 50703","","","","USD","false","false","","Aim transportation LLC","","(319) 883-3384","","","1459 W Aireline hwy Waterloo, IA 50703","","","913467","2609387","","","false"
"344763","AIR WOLF INC","","Active","","(812) 926-0680","","","340 INDUSTRIAL BLVD ","LAWRENCEBURG,, IN 47025","","","","USD","false","false","","AIR WOLF INC","","(812) 926-0680","","","340 INDUSTRIAL BLVD LAWRENCEBURG,, IN 47025 ","","","784526","2297576","","","false"
"350800","Akal Trucking LLC","","Active","","(833) 252-5552","","","3039 W 6 1/2 Mile Rd ","Caledonia, WI 53108","","","","USD","false","false","","Akal Trucking LLC","","(833) 252-5552","","","3039 W 6 1/2 Mile Rd Caledonia, WI 53108","","","796388","2332628","","","false"
"392443","AL-UMARAIN SHIPPING & TRANSPORT CO LLC","","Active","","(314) 320-1041","","","6637 FOOTHILLS CT ","FLORISSANT, MO 63033","","","","USD","false","false","","AL-UMARAIN SHIPPING & TRANSPORT CO LLC","","(314) 320-1041","","","6637 FOOTHILLS CT FLORISSANT, MO 63033","","","1190018","3552135","","","false"
"339227","ALEX DREAM EXPRESS","","Active","","(708) 400-6462","","","415 W DOWELL RD ","McHENRY, IL 60051","","","","USD","false","false","","ALEX DREAM EXPRESS","","(708) 400-6462","","","415 W DOWELL RD McHENRY, IL 60051","","","1007478","3219942","","","false"
"295768","ALEXANDER TRUCKING COMPANY, INC.","","Active","","(800) 328-8883","","","4756 NC HIGHWAY 16 SOUTH ","TAYLORSVILLE, NC 28681-8970","","","","USD","false","false","","ALEXANDER TRUCKING COMPANY, INC.","","(800) 328-8883","","","4756 NC HIGHWAY 16 SOUTH TAYLORSVILLE, NC 28681-8970","","","183603","274914","","","false"
"297501","ALL ADVANCED TRANSPORTATION LLC","","Active","","(470) 282-7747","","","1401 SHILOH OAK DRIVE ","LOGANVILLE, GA 30052","ADVANCEDTRANSPORTATION2@GMAIL.COM","","","USD","false","false","","ALL ADVANCED TRANSPORTATION LLC","","(470) 282-7747","","","1401 SHILOH OAK DRIVE LOGANVILLE, GA 30052","","","929272","2787583","","","false"
"335643","ALL AMERICAN TRANSPORT LLC","","Active","","(832) 353-6060","","","12627 SUMTER NATIONAL DR ","HUMBLE, TX 77346","","","","USD","false","false","","ALL AMERICAN TRANSPORT LLC","","(832) 353-6060","","","12627 SUMTER NATIONAL DR HUMBLE, TX 77346 ","","","1099594","3410711","","","false"
"338718","ALL AROUND DELIVERY, L.L.C.","","Active","","(952) 469-3676","","","20230 JUDICIAL RD ","PRIOR LAKE, MN 55372","","","","USD","false","false","","ALL AROUND DELIVERY, L.L.C.","","(952) 469-3676","","","20230 JUDICIAL RD PRIOR LAKE, MN 55372 ","","","630273","1718717","","","false"
"343249","Alliance Carrier Inc","","Active","","(614) 636-4541","","","2700 E Dublin Granville Suite 429 ","Columbus, OH 43231","","","","USD","false","false","","Alliance Carrier Inc","","(614) 636-4541","","","2700 E Dublin Granville Suite 429 Columbus, OH 43231","","","1141594","3479718","","","false"
"363716","Allstate Truck Lines","","Active","","(773) 255-5606","","","2216 UNIONVILLE INDIAN TRAIL RD WEST ","INDIAN TRAIL, NC 28079","","","","USD","false","false","","Allstate Truck Lines","","(773) 255-5606","","","2216 UNIONVILLE INDIAN TRAIL RD WEST INDIAN TRAIL, NC 28079","","","895648","2565228","","","false"
"330144","ALOGAD TRANSPORT","","Active","","(956) 307-8679","","","2902 SUNDANCE LP ","LAREDO, TX 78045","","","","USD","false","false","","ALOGAD TRANSPORT","","(956) 307-8679","","","2902 SUNDANCE LP LAREDO, TX 78045","","","070980","3089188","","","false"
"348093","ALPHA TRANS INC","","Active","","(917) 622-6226","","","2173 SUNGOLD CT ","GREENWOOD, IN 46143","","","","USD","false","false","","ALPHA TRANS INC","","(917) 622-6226","","","2173 SUNGOLD CT GREENWOOD, IN 46143 ","","","075857","3097984","","","false"
"345254","Amer-Trans INC","","Active","","(270) 904-0912","","","216 Century St #300 ","Bowling Green, KY 42101","","","","USD","false","false","","Amer-Trans INC","","(270) 904-0912","","","216 Century St #300 Bowling Green, KY 42101","","","713632","2031994","","","false"
"393660","AMET LLC","","Active","","(301) 814-8109","","","101 S REID STREET STE 307 ","SIOUX FALLS, SD 57103","","","","USD","false","false","","AMET LLC","","(301) 814-8109","","","101 S REID STREET STE 307 SIOUX FALLS, SD 57103","","","1051489","3310532","","","false"
"348739","AMG Logistics Inc","","Active","","(630) 216-8717","","","303 QUADRANGLE DR ","BOLINGBROOK, IL 60440","","","","USD","false","false","","AMG Logistics Inc","","(630) 216-8717","","","303 QUADRANGLE DR BOLINGBROOK, IL 60440","","","929545","2788074","","","false"
"340951","Andi Group Trucking Inc","","Active","","(313) 279-7288","","","13760 W Buena Vista ST ","Detroit, MI 48227","","","","USD","false","false","","Andi Group Trucking Inc","","(313) 279-7288","","","13760 W Buena Vista ST Detroit, MI 48227","","","911569","2596750","","","false"
"341508","Andrex Logistics Inc","","Active","","(847) 219-2118","","","20550 S La Grange rd ","Frankfort, IL 60423","","","","USD","false","false","","Andrex Logistics Inc","","(847) 219-2118","","","20550 S La Grange rd Frankfort, IL 60423","","","520936","1339590","","","false"
"362758","ANOTHER MILE LLC","","Active","","(501) 477-3023","","","2 RECOVERY ROAD ","MORRILTON, AR 72110","","","","USD","false","false","","ANOTHER MILE LLC","","(501) 477-3023","","","2 RECOVERY ROAD MORRILTON, AR 72110 ","","","1005972","3217036","","","false"
"340820","ANT Freight & Logistics Inc","","Active","","(815) 885-6047","","","1890 W CHRYSLER DR ","BELVIDERE, IL 61008","","","","USD","false","false","","ANT Freight & Logistics Inc","","(815) 885-6047","","","1890 W CHRYSLER DR BELVIDERE, IL 61008","","","1033362","3272473","","","false"
"334488","Aora Cargo","","Active","","(916) 836-3295","","","529 S 675 E ","Ivins, UT 84738","","","","USD","false","false","","Aora Cargo","","(916) 836-3295","","","529 S 675 E Ivins, UT 84738","","","1002201","3209995","","","false"
"314080","APC TRUCKING INC","","Active","","(630) 863-7348","","","12982 ARCHER AVE ","LEMONT, IL 60439","","","","USD","false","false","","APC TRUCKING INC","","(630) 863-7348","","","12982 ARCHER AVE LEMONT, IL 60439","","","646134","1769609","","","false"
"392471","APOLLO EXPRESS, INC.","","Active","","(314) 344-0333","","","170 CORPORATE WOODS COURT ","BRIDGETON, MO 63044","","","","USD","false","false","","APOLLO EXPRESS, INC.","","(314) 344-0333","","","170 CORPORATE WOODS COURT BRIDGETON, MO 63044","","","318248","621119","","","false"
"340757","ARMSTEAD LOGISTICS LLC","","Active","","(419) 788-5744","","","2663 SOUREK RD ","AKRON, OH 44333","","","","USD","false","false","","ARMSTEAD LOGISTICS LLC","","(419) 788-5744","","","2663 SOUREK RD AKRON, OH 44333 ","","","1044558","3296036","","","false"
"361694","ASCEND TRANSPORTATION LLC","","Active","","(800) 844-1612","","","79 SAND PEBBLE DRIVE ","JACKSON, TN 38305","","","","USD","false","false","","ASCEND TRANSPORTATION LLC","","(800) 844-1612","","","79 SAND PEBBLE DRIVE JACKSON, TN 38305","","","191929","439352","","","false"
"332527","Astroturf Corp","","Active","","(762) 201-2120","","","809 Kenner St ","Dalton, GA 30721","","","","USD","false","false","","Astroturf Corp","","(762) 201-2120","","","809 Kenner St Dalton, GA 30721","","","1231588","1477947","","","false"
"347433","ATLANTIC STARS 1 LLC","","Active","","(904) 397-1738","","","7113 EMSLEY CIR ","JACKSONVILLE, FL 32258","","","","USD","false","false","","ATLANTIC STARS 1 LLC","","(904) 397-1738","","","7113 EMSLEY CIR JACKSONVILLE, FL 32258","","","103720","3148887","","","false"
"391624","AV Carriers, Inc.","","Active","","(331) 260-9192","","","16W455 S Frontage Rd ste 211 ","Burr Ridge, IL 60527","","","","USD","false","false","","AV Carriers, Inc.","","(331) 260-9192","","","16W455 S Frontage Rd ste 211 Burr Ridge, IL 60527","","","671755","1855825","","","false"
"365177","AYAT LOGISTICS INC","","Active","","(817) 460-0002","","","343 NORTH BOWEN RD ","ARLINGTON, TX  76012","","","","USD","false","false","","AYAT LOGISTICS INC","","(817) 460-0002","","","343 NORTH BOWEN RD ARLINGTON, TX  76012 ","","","846226","2451337 ","","","false"
"345431","B & N TRUCKING INC.","","Active","","(217) 289-3555","","","778 850 E ST ","MT STERLING, IL 62353","","","","USD","false","false","","B & N TRUCKING INC.","","(217) 289-3555","","","778 850 E ST MT STERLING, IL 62353 ","","","415513","916414","","","false"
"339961","B&R Trucking Group LLC","","Active","","(940) 595-0700","","","220 W University Dr ","Denton, TX 76201","","","","USD","false","false","","B&R Trucking Group LLC","","(940) 595-0700","","","220 W University Dr Denton, TX 76201","","","1035276","3271788","","","false"
"392663","BAFFOUR LLC","","Active","","(346) 377-7351","","","24219 ASHER HOLLOW LN ","KATY, TX 77493","","","","USD","false","false","","BAFFOUR LLC","","(346) 377-7351","","","24219 ASHER HOLLOW LN KATY, TX 77493","","","093813","3132313","","","false"
"359114","Baksh express corporation","","Active","","(917) 634-1278","","","5214 Lexington Ct ","Mason, OH 45040","","","","USD","false","false","","Baksh express corporation","","(917) 634-1278","","","5214 Lexington Ct Mason, OH 45040","","","037446","3026994","","","false"
"393877","BALKAN EXPRESS LLC","","Active","","(817) 924-1410","","","2560 E LONG AVENUE ","FORT WORTH, TX 76137","","","","USD","false","false","","BALKAN EXPRESS LLC","","(817) 924-1410","","","2560 E LONG AVENUE FORT WORTH, TX 76137","","","591082","1597774","","","false"
"321941","BANNER TRUCKING LLC","","Active","","(336) 646-3367","","","503 BANNER AVE ","GREENSBORO, NC 27401","","","","USD","false","false","","BANNER TRUCKING LLC","","(336) 646-3367","","","503 BANNER AVE GREENSBORO, NC 27401 ","","","869292","2507083","","","false"
"365211","Baron Express Inc","","Active","","(270) 266-4216","","","225 Thoroughbred Ln ","Glasgow, KY 42141","","","","USD","false","false","","Baron Express Inc","","(270) 266-4216","","","225 Thoroughbred Ln Glasgow, KY 42141","","","902683","2579107","","","false"
"326663","BAUTISTA TRANSPORT LLC","","Active","","(956) 231-7182","","","206 S ZAPATA HWY ","LAREDO, TX 78045","","","","USD","false","false","","BAUTISTA TRANSPORT LLC","","(956) 231-7182","","","206 S ZAPATA HWY LAREDO, TX ","","","057979","2929715","","","false"
"363808","Baylor Trucking, Inc.","","Active","","(812) 623-2020","","","9269 E State Road 48 ","Milan, IN 47031","","","","USD","false","false","","Baylor Trucking, Inc.","","(812) 623-2020","","","9269 E State Road 48 Milan, IN 47031","","","109154","125547","","","false"
"355303","BBMC TRUCKING LLC","","Active","","(936) 333-7064","","","3428 COVE VIEW BLVD APT 604 ","GALVESTON, TX 77554","","","","USD","false","false","","BBMC TRUCKING LLC","","(936) 333-7064","","","3428 COVE VIEW BLVD APT 604 GALVESTON, TX 77554 ","","","366872","854976","","","false"
"321514","BEE-LINE DELIVERY SERVICE","","Active","","(210) 654-4547","","","11113 LANDMARK 35 N ","SAN ANTONIO, TX 78233","","","","USD","false","false","","BEE-LINE DELIVERY SERVICE","","(210) 654-4547","","","11113 LANDMARK 35 N SAN ANTONIO, TX 78233 ","","","722044","2063873","","","false"
"323429","BEEMAC, INC","","Active","","(724) 266-8781","","","2747 LEGIONVILLE RD ","AMBRIDGE, PA 15003","","","","USD","false","false","","BEEMAC, INC","","(724) 266-8781","","","2747 LEGIONVILLE RD AMBRIDGE, PA ","","","365667","388467","","","false"
"394881","BERACA SOLUTIONS GROUP LLC","","Active","","(956) 568-1693","","","9807 MINES RD STE 15 ","LAREDO, TX 78045","","","","USD","false","false","","BERACA SOLUTIONS GROUP LLC","","(956) 568-1693","","","9807 MINES RD STE 15 LAREDO, TX 78045","","","899798","2572075","","","false"
"336733","BERO TRANSPORT CORP","","Active","","(407) 334-0410","","","4200 WALNUT RD ","BUCKEYE LAKE, OH 43008","","","","USD","false","false","","BERO TRANSPORT CORP","","(407) 334-0410","","","4200 WALNUT RD BUCKEYE LAKE, OH 43008","","","1309701","3720982","","","false"
"325427","BESKAU TRUCKING, INC","","Active","","(651) 437-9737","",""," 19500 GOODWIN AVE ","HASTINGS, MN 55033","","","","USD","false","false","","BESKAU TRUCKING, INC","","(651) 437-9737","",""," 19500 GOODWIN AVE  HASTINGS, MN 55033","","","165066","223708","","","false"
"332701","Best Carrier INC","","Active","","(980) 766-1040","","","12035 Stone Forest Dr ","Pineville, NC 28134","","","","USD","false","false","","Best Carrier INC","","(980) 766-1040","","","12035 Stone Forest Dr Pineville, NC 28134","","","859780","2483835","","","false"
"304216","BEST TIME TRANSPORT LLC","","Active","","(813) 468-3494","","","932 E 124TH AVE ","TAMPA, FL 33612","","","","USD","false","false","","BEST TIME TRANSPORT LLC","","(813) 468-3494","","","932 E 124TH AVE TAMPA, FL 33612 ","","","893707"," 2561304","","","false"
"396137","Betty Trucking INC","","Active","","(214) 584-7142","","","228 Pinewood Trail ","Forney, TX 75126","","","","USD","false","false","","Betty Trucking INC","","(214) 584-7142","","","228 Pinewood Trail Forney, TX 75126","","","043214","3038215","","","false"
"324786","Beverly Freight INC","","Active","","(847) 857-6129","","","11659 Mayfield Ave Unit 2 ","Alsip, IL 60803","","","","USD","false","false","","Beverly Freight INC","","(847) 857-6129","","","11659 Mayfield Ave Unit 2 Alsip, IL 60803","","","027435","3007731","","","false"
"350607","BF Enterprise Solutions","","Active","","(706) 631-9254","","","4573 Logans Way ","Augusta, GA 30909","","","","USD","false","false","","BF Enterprise Solutions","","(706) 631-9254","","","4573 Logans Way Augusta, GA 30909","","","1211123","3583306","","","false"
"363203","BG ADVANCE SOLUTIONS INC","","Active","","(888) 710-0771","","","623 WILLOW LN ","ELK GROVE VILLAGE, IL 60007","","","","USD","false","false","","BG ADVANCE SOLUTIONS INC","","(888) 710-0771","","","623 WILLOW LN ELK GROVE VILLAGE, IL 60007 ","","","091768","3128356","","","false"
"326431","BG LOGISTICS INC","","Active","","(515) 575-9690","","","2906 WEST CENTRAL PARK 7E ","DAVENPORT, IA 52804","","","","USD","false","false","","BG LOGISTICS INC","","(515) 575-9690","","","2906 WEST CENTRAL PARK 7E DAVENPORT, IA 52804 ","","","1148130","3489728","","","false"
"318418","BG-Logistics Inc","","Active","","(515) 575-9690","","","2906 West Central Park 7E  ","Davenport, IA 52804","","","","USD","false","false","","BG-Logistics Inc","","(515) 575-9690","","","2906 West Central Park 7E  Davenport, IA 52804","","","1148130","3489728","","","false"
"336297","BGS TRANSPORT LLC","","Active","","(832) 241-5495","","","06606 Radiant Lilac Trail ","Cypress, TX 77433","","","","USD","false","false","","BGS TRANSPORT LLC","","(832) 241-5495","","","06606 Radiant Lilac Trail Cypress, TX 77433","","","979460","2908597","","","false"
"351597","BH TRANS INC","","Active","","(317) 825-2111","","","1425 W RAY ST ","INDIANAPOLIS, IN 46221","","","","USD","false","false","","BH TRANS INC","","(317) 825-2111","","","1425 W RAY ST INDIANAPOLIS, IN 46221","","","371623","842211","","","false"
"319020","BHAURA TRANSPORT LLC","","Active","","(317) 403-0493","","","15415 BLAIR LANE ","NOBLESVILLE, IN 46060","","","","USD","false","false","","BHAURA TRANSPORT LLC","","(317) 403-0493","","","15415 BLAIR LANE NOBLESVILLE, IN 46060","","","765746","2206918","","","false"
"332991","BHF EXPRESS LLC","","Active","","(270) 599-0544","","","1719 ASHLEY CIRCLE SUITE 16 ","BOWLING GREEN, KY 42104","","","","USD","false","false","","BHF EXPRESS LLC","","(270) 599-0544","","","1719 ASHLEY CIRCLE SUITE 16 BOWLING GREEN, KY 42104 ","","","853816","2469063","","","false"
"357132","BHL TRUCKING LLC","","Active","","(786) 714-8631","","","2411 Greenhouse Rd Apt 4307 ","Houston, TX 77084","","","","USD","false","false","","BHL TRUCKING LLC","","(786) 714-8631","","","2411 Greenhouse Rd Apt 4307 Houston, TX 77084","","","1148683","3490571","","","false"
"343819","Bhullar Express Trucking, LLC","","Active","","(734) 589-8189","","","5892 Braemore Dr. ","Canton, MI 48187","","","","USD","false","false","","Bhullar Express Trucking, LLC","","(734) 589-8189","","","5892 Braemore Dr. Canton, MI 48187","","","789673","2305607","","","false"
"333239","BIA Group inc","","Active","","(847) 616-6288","","","1699 Wall Street, Suite 119 ","Mount Prospect, IL 60056","","","","USD","false","false","","BIA Group inc","","(847) 616-6288","","","1699 Wall Street, Suite 119 Mount Prospect, IL 60056","","","495495","2566955","","","false"
"349431","Big Blue Express LLC","","Active","","(803) 764-6180","","","10817 B Two Notch Rd. ","Elgin, SC 29045","","","","USD","false","false","","Big Blue Express LLC","","(803) 764-6180","","","10817 B Two Notch Rd. Elgin, SC 29045","","","508674","1313180","","","false"
"322382","BIG HORN EXPRESS TRUCKING, LLC","","Active","","(540) 871-3785","","","1205 WHEELERS RIDGE RD ","BEDFORD, VA 24523","","","","USD","false","false","","BIG HORN EXPRESS TRUCKING, LLC","","(540) 871-3785","","","1205 WHEELERS RIDGE RD BEDFORD, VA 24523 ","","","947444","2833379","","","false"
"335146","BIG O TRANSPORTATION INC","","Active","","(901) 206-8169","","","1952 E SHELBY DR ","MEMPHIS, TN 38116","","","","USD","false","false","","BIG O TRANSPORTATION INC","","(901) 206-8169","","","1952 E SHELBY DR MEMPHIS, TN 38116 ","","","1186728","3547361","","","false"
"339453","BIMALOW FAMILY LLC","","Active","","(816) 922-0632","","","1500 N 35TH ST ","MILWAUKEE, WI 53208","","","","USD","false","false","","BIMALOW FAMILY LLC","","(816) 922-0632","","","1500 N 35TH ST MILWAUKEE, WI 53208","","","1226841","3606483","","","false"
"340080","Biman CO","","Active","","(847) 737-5137","","","1414 Waukegan rd ","Northbrook, IL 60062","","","","USD","false","false","","Biman CO","","(847) 737-5137","","","1414 Waukegan rd Northbrook, IL 60062","","","017799","2988446","","","false"
"354522","BIRD TRUCKING LLC","","Active","","(404) 421-3758","","","9186 FOREST LN #218 ","DALLAS, TX 75243","","","","USD","false","false","","BIRD TRUCKING LLC","","(404) 421-3758","","","9186 FOREST LN #218 DALLAS, TX 75243","","","081111","3107872","","","false"
"338690","BJ CASE TRANSPORT LLC","","Active","","(423) 580-4767","","","96 PEBBLESTONE DR ","LA FAYETTE, GA 30728","","","","USD","false","false","","BJ CASE TRANSPORT LLC","","(423) 580-4767","","","96 PEBBLESTONE DR LA FAYETTE, GA 30728 ","","","1298646"," 3705915","","","false"
"394638","Blackhawk Transport","","Active","","(262) 671-2113","","","3800 Milwaukee Rd ","Beloit, WI 53511","","","","USD","false","false","","Blackhawk Transport","","(262) 671-2113","","","3800 Milwaukee Rd Beloit, WI 53511","","","231795","391460","","","false"
"354744","BLANCHARD AND BLANCHARD TRUCKING LLC","","Active","","(314) 537-5742","","","10094 MONARCH DR ","SAINT LOUIS, MO 63136","","","","USD","false","false","","BLANCHARD AND BLANCHARD TRUCKING LLC","","(314) 537-5742","","","10094 MONARCH DR SAINT LOUIS, MO 63136 ","","","1161519","3510066","","","false"
"328013","BLOOMS TRANSPORTATION LLC","","Active","","(770) 356-9796","","","1331 N ROAD ST ","ELIZABETH CITY, NC 27909","","","","USD","false","false","","BLOOMS TRANSPORTATION LLC","","(770) 356-9796","","","1331 N ROAD ST ELIZABETH CITY, NC 27909 ","","","1221528","3598674","","","false"
"341367","Blu Boy Trucking","","Active","","(404) 718-0061","","","293 Shiloh Manor Dr ","Marietta, GA 30066","","","","USD","false","false","","Blu Boy Trucking","","(404) 718-0061","","","293 Shiloh Manor Dr Marietta, GA 30066 ","","","106897","","","","false"
"354858","BLUE GRANITE FREIGHT LLC","","Active","","(803) 592-5565","","","125 MARSHALL STREET ","GRANITEVILLE, SC 29829","","","","USD","false","false","","BLUE GRANITE FREIGHT LLC","","(803) 592-5565","","","125 MARSHALL STREET GRANITEVILLE, SC 29829 ","","","1117637","3441101","","","false"
"350694","BLUEGRASS SOLUTIONS LLC","","Active","","(606) 346-9077","","","2803 GEORGETOWN RD ","LEXINGTON, KY 40511","","","","USD","false","false","","BLUEGRASS SOLUTIONS LLC","","(606) 346-9077","","","2803 GEORGETOWN RD LEXINGTON, KY 40511 ","","","631787","2132476","","","false"
"347280","BLUEROSE TRUCKING LLC","","Active","","(513) 904-7745","","","7923 RAMBLER PL ","CINCINNATI, OH 45231","","","","USD","false","false","","BLUEROSE TRUCKING LLC","","(513) 904-7745","","","7923 RAMBLER PL CINCINNATI, OH 45231 ","","","1253909","3644731","","","false"
"357282","BORDERLINE FREIGHT CO.","","Active","","(915) 790-0972","","","12444 WINDERMERE ","EL PASO, TX 79928","","","","USD","false","false","","BORDERLINE FREIGHT CO.","","(915) 790-0972","","","12444 WINDERMERE  EL PASO, TX 79928","",""," 475152"," 1190102","","","false"
